"EID","label","type","X","Y","status"
9687,"Mount De la Touche","Mount",-132.033333,52.7,"ADOPTED"
9688,"DeBeck Creek","Creek",-122.6,49.5,"ADOPTED"
9689,"DeCosmos Lagoon","Lagoon",-127.966667,51.933333,"ADOPTED"
9690,"DeCosmos Point","Point",-127.95,51.95,"ADOPTED"
9691,"Mount DeCosmos","Mount",-124.2,49.116667,"ADOPTED"
9692,"DeFerro Ridge","Ridge",-117.208333,49.480556,"ADOPTED"
9693,"Mount DeVoe","Mount",-125.8,49.7,"ADOPTED"
9694,"DeWolf Island","Island",-128.3,52.116667,"ADOPTED"
9695,"DeWolf Lake","Lake",-120.383333,49.7,"ADOPTED"
9696,"Deacon Creek","Creek",-122.316667,52.95,"ADOPTED"
9697,"Deacon Hill","Hill",-123.304444,48.834167,"ADOPTED"
9698,"The Deacon","Mountain",-120.183333,49,"ADOPTED"
9699,"Dead Dog Creek","Creek",-123.983333,58.3,"ADOPTED"
9700,"Dead Lake","Lake",-122.466667,52.116667,"ADOPTED"
9701,"Dead Man's Island Park","Provincial Park",-125.730833,54.207222,"ADOPTED"
9702,"Dead Miners Creek","Creek",-122.405556,51.820833,"ADOPTED"
9703,"Dead Miners Lake","Lake",-122.319444,51.808333,"ADOPTED"
9704,"Dead Point","Point",-126.566667,50.566667,"ADOPTED"
9705,"Dead Point IR 5","Indian Reserve",-126.583333,50.6,"ADOPTED"
9706,"Dead Tree Point","Point",-131.916667,53.35,"ADOPTED"
9707,"Deadeye Creek","Creek",-118.416667,49.45,"ADOPTED"
9708,"Deadfall Creek","Creek",-128.25,56.633333,"ADOPTED"
9709,"Deadfall Creek","Creek",-119.783333,51.283333,"ADOPTED"
9710,"Deadhorse Creek","Creek",-124.283333,49.133333,"ADOPTED"
9711,"Deadhorse Creek","Creek",-121.716667,56.466667,"ADOPTED"
9712,"Deadhorse Creek","Creek",-116.529167,49.1,"RESCINDED"
9713,"Deadhorse Lake","Lake",-128,55.733333,"ADOPTED"
9714,"Deadman Cove","Cove",-125.2,48.783333,"ADOPTED"
9715,"Deadman Creek","Creek",-122.2,51.283333,"ADOPTED"
9716,"Deadman Creek","Creek",-123.433333,48.466667,"RESCINDED"
9717,"Deadman Falls","Falls",-120.866667,51.15,"ADOPTED"
9718,"Deadman Hill","Hill",-118.583333,49.1,"ADOPTED"
9719,"Deadman Hoodoos Park","Provincial Park",-120.875,51.106944,"RESCINDED"
9720,"Deadman Inlet","Inlet",-130.466667,53.616667,"ADOPTED"
9721,"Deadman Island","Island",-125,50.083333,"ADOPTED"
9722,"Deadman Island","Island",-123.116667,49.3,"ADOPTED"
9723,"Deadman Islands","Islands",-123.466667,48.85,"ADOPTED"
9724,"Deadman Islet","Islet",-130.466667,53.633333,"ADOPTED"
9725,"Deadman Islets","Islets",-125.9,49.166667,"ADOPTED"
9726,"Deadman Lake","Lake",-119.55,49.1,"ADOPTED"
9727,"Deadman Lake","Lake",-120.613889,49.751389,"RESCINDED"
9728,"Deadman Lake","Lake",-120.883333,51.116667,"ADOPTED"
9729,"Deadman Lake","Lake",-120.6125,49.755556,"ADOPTED"
9730,"Deadman Lake Park","Provincial Park",-119.55,49.083333,"RESCINDED"
9731,"Deadman Pass","Pass",-114.666667,49.7,"ADOPTED"
9732,"Deadman Passage","Passage",-125.9,49.166667,"ADOPTED"
9733,"Deadman River","River",-120.918056,50.744444,"ADOPTED"
9734,"Deadman's Creek IR","Indian Reserve",-120.95,50.8,"RESCINDED"
9735,"Deadmans Creek","Creek",-118.189444,51.055,"ADOPTED"
9736,"Deadmans Lake","Lake",-123.15,49.95,"ADOPTED"
9737,"Deadone Lake","Lake",-123.783333,54.566667,"ADOPTED"
9738,"Deadshot Creek","Creek",-117.533333,50.866667,"ADOPTED"
9739,"Deadtimber Creek","Creek",-121.966667,53.266667,"ADOPTED"
9740,"Deadwood","Locality",-118.7,49.1,"ADOPTED"
9741,"Deadwood Creek","Creek",-118.716667,49.1,"ADOPTED"
9742,"Deadwood Lake","Lake",-128.383333,59.1,"ADOPTED"
9743,"Deadwood Ridge","Ridge",-118.75,49.133333,"ADOPTED"
9744,"Deadwood River","River",-128.216667,59.4,"ADOPTED"
9745,"Deafies Creek","Creek",-118.95,50.3,"ADOPTED"
9746,"Deafy Creek","Creek",-121.566667,54.266667,"ADOPTED"
9747,"Dean Channel","Channel",-127.516667,52.316667,"ADOPTED"
9748,"Dean Creek","Creek",-123.133333,49.416667,"ADOPTED"
9749,"Dean Island","Island",-127.866667,52.183333,"ADOPTED"
9750,"Dean Point","Point",-124.783333,50.283333,"ADOPTED"
9751,"Dean River","River",-126.966667,52.8,"ADOPTED"
9752,"Dean Rock","Rock",-124.783333,50.283333,"ADOPTED"
9753,"Deans Point","Point",-130.704167,54.366667,"ADOPTED"
9754,"Deans Rocks","Rocks",-130.566667,53.6,"ADOPTED"
9755,"Deanshaven","Landing",-116.866667,49.716667,"RESCINDED"
9756,"Dear Creek","Creek",-118.85,49.466667,"ADOPTED"
9757,"Dear Mountain","Mountain",-120.95,49.433333,"ADOPTED"
9758,"Dearth Island","Island",-128.2,52.25,"ADOPTED"
9759,"Deas Island","Island",-123.066667,49.116667,"ADOPTED"
9760,"Deas Point","Point",-127.216667,52.383333,"ADOPTED"
9761,"Deas Rock","Rock",-128.783333,52.633333,"ADOPTED"
9762,"Deas Slough","Slough",-123.066667,49.116667,"ADOPTED"
9763,"Dease Creek","Creek",-130.1,58.7,"ADOPTED"
9764,"Dease Lake","Lake",-130.066667,58.633333,"ADOPTED"
9765,"Dease Lake","Community",-130.016667,58.433333,"ADOPTED"
9766,"Dease Lake IR 9","Indian Reserve",-130.033333,58.466667,"ADOPTED"
9767,"Dease Plateau","Plateau",-129.5,59.583333,"ADOPTED"
9768,"Dease River","River",-128.483333,59.916667,"ADOPTED"
9769,"Dease River IR 2","Indian Reserve",-128.916667,59.716667,"ADOPTED"
9770,"Dease River IR 3","Indian Reserve",-129.033333,59.316667,"ADOPTED"
9771,"Deasy Creek","Creek",-126.066667,54.75,"ADOPTED"
9772,"Deasy Island","Island",-132.345833,53.666667,"ADOPTED"
9773,"Deasy Point","Point",-129.116667,52.6,"ADOPTED"
9774,"Death Rapids","Rapids",-118.5,51.516667,"RESCINDED"
9775,"Debeaux Creek","Creek",-124.616667,49.15,"ADOPTED"
9776,"Debenture Creek","Creek",-126.8,55,"ADOPTED"
9777,"Debris Creek","Creek",-127.716667,50.3,"ADOPTED"
9778,"Debris Creek","Creek",-137.35,59.916667,"ADOPTED"
9779,"Deceit Rock","Rock",-124.95,50.25,"ADOPTED"
9780,"Deception Channel","Channel",-125.933333,49.2,"RESCINDED"
9781,"Deception Cone","Cone",-124.766667,56.85,"ADOPTED"
9782,"Deception Creek","Creek",-128.583333,54.183333,"ADOPTED"
9783,"Deception Creek","Creek",-117.0375,50.320833,"ADOPTED"
9784,"Deception Creek","Creek",-120.466667,51.883333,"ADOPTED"
9785,"Deception Falls","Falls",-120.483333,51.9,"ADOPTED"
9786,"Deception Gulch","Gulch",-123.7,48.516667,"ADOPTED"
9787,"Deception Lake","Lake",-126.65,54.7,"ADOPTED"
9788,"Deception Lake","Lake",-120.6,52.116667,"ADOPTED"
9789,"Deception Mountain","Mountain",-120.533333,52.1,"ADOPTED"
9790,"Deception Pass","Pass",-126,52.5,"ADOPTED"
9791,"Deception Peak","Peak",-122.966667,49.9,"ADOPTED"
9792,"Deception Peak","Peak",-125.083333,51.4,"ADOPTED"
9793,"Deception Point","Point",-120.95,52.65,"ADOPTED"
9794,"Deception Point","Point",-122.266667,49.4,"ADOPTED"
9795,"Decker Creek","Creek",-125.833333,54.283333,"ADOPTED"
9796,"Decker Glacier","Glacier",-122.833333,50.066667,"ADOPTED"
9797,"Decker Lake","Lake",-125.816667,54.3,"ADOPTED"
9798,"Decker Lake","Community",-125.833333,54.3,"ADOPTED"
9799,"Decker Lake IR 10","Indian Reserve",-125.916667,54.333333,"RESCINDED"
9800,"Decker Lake IR 10A","Indian Reserve",-125.9,54.333333,"RESCINDED"
9801,"Decker Mountain","Mountain",-122.85,50.066667,"ADOPTED"
9802,"Declier Creek","Creek",-122.6,55.35,"ADOPTED"
9803,"Dede Creek","Creek",-120.683333,56.883333,"ADOPTED"
9804,"Dedeeya Creek","Creek",-127.25,57.516667,"ADOPTED"
9805,"Dedeeyah Creek","Creek",-127.25,57.516667,"RESCINDED"
9806,"Dedegaus IR 8","Indian Reserve",-127.516667,51.1,"ADOPTED"
9807,"Dee Lake","Lake",-119.166667,50.116667,"ADOPTED"
9808,"Deeh Ridge","Ridge",-127.883333,58.816667,"ADOPTED"
9809,"Deeker Creek","Creek",-131.783333,57.383333,"ADOPTED"
9810,"Deeks Creek","Creek",-123.25,49.5,"ADOPTED"
9811,"Deeks Lake","Lake",-123.208333,49.513889,"ADOPTED"
9812,"Deeks Lakes","Lakes",-123.2,49.5,"ADOPTED"
9813,"Deeks Peak","Peak",-123.2,49.533333,"ADOPTED"
9814,"Deekyakus IR 2","Indian Reserve",-125.35,49.05,"ADOPTED"
9815,"Deena Creek","Creek",-132.133333,53.15,"ADOPTED"
9816,"Deena IR 3","Indian Reserve",-132.116667,53.15,"ADOPTED"
9817,"Deena River","River",-132.133333,53.15,"RESCINDED"
9818,"Deep Bay","Bay",-123.333333,49.383333,"RESCINDED"
9819,"Deep Bay","Bay",-124.216667,49.5,"ADOPTED"
9820,"Deep Bay","Bay",-124.733333,49.466667,"ADOPTED"
9821,"Deep Bay","Bay",-134.266667,59.666667,"ADOPTED"
9822,"Deep Bay","Bay",-133.866667,59.716667,"ADOPTED"
9823,"Deep Bay","Community",-124.716667,49.466667,"ADOPTED"
9824,"Deep Canoe Creek","Creek",-127.966667,55.766667,"ADOPTED"
9825,"Deep Canyon Creek","Creek",-127.75,55.033333,"ADOPTED"
9826,"Deep Cove","Community",-122.95,49.333333,"ADOPTED"
9827,"Deep Cove","Cove",-123.483333,48.683333,"ADOPTED"
9828,"Deep Cove","Community",-123.466667,48.683333,"ADOPTED"
9829,"Deep Cove","Cove",-122.933333,49.333333,"ADOPTED"
9830,"Deep Creek","Creek",-117.05,50.366667,"ADOPTED"
9831,"Deep Creek","Creek",-119.316667,50.35,"ADOPTED"
9832,"Deep Creek","Locality",-119.216667,50.616667,"ADOPTED"
9833,"Deep Creek","Creek",-119.45,49.583333,"ADOPTED"
9834,"Deep Creek","Creek",-126.85,54.583333,"ADOPTED"
9835,"Deep Creek","Creek",-128.666667,54.566667,"ADOPTED"
9836,"Deep Creek","Creek",-130.266667,57.266667,"RESCINDED"
9837,"Deep Creek IR 2","Indian Reserve",-122.0875,52.2625,"ADOPTED"
9838,"Deep Creek IR 5","Indian Reserve",-123.116667,53.3,"ADOPTED"
9839,"Deep Gulch","Creek",-130.166667,58.916667,"ADOPTED"
9840,"Deep Gulch Creek","Creek",-120.55,49.316667,"ADOPTED"
9841,"Deep Gully Creek","Creek",-127.75,55.066667,"ADOPTED"
9842,"Deep Harbour","Harbour",-126.583333,50.8,"ADOPTED"
9843,"Deep Lake","Lake",-124.333333,49.983333,"ADOPTED"
9844,"Deep Lake","Lake",-119.45,49.6,"ADOPTED"
9845,"Deep Lake","Lake",-119.216667,50.2,"ADOPTED"
9846,"Deep Lake","Lake",-121.8,54.166667,"ADOPTED"
9847,"Deep Lake","Lake",-135.116667,59.766667,"ADOPTED"
9848,"Deep Ridge","Reef",-123.366667,48.8,"ADOPTED"
9849,"Deep Rock","Rock",-128.366667,52.283333,"ADOPTED"
9850,"Deep Sea Bluff","Bluff",-126.5,50.816667,"ADOPTED"
9851,"Deep Valley IR 5","Indian Reserve",-124.933333,50.383333,"ADOPTED"
9852,"Deep Water Point","Point",-132.55,54.05,"RESCINDED"
9853,"Deepdown Lake","Lake",-123.6,52.75,"ADOPTED"
9854,"Deeper Creek","Creek",-119.6,49.783333,"ADOPTED"
9855,"Deepline Creek","Creek",-129.55,59.266667,"ADOPTED"
9856,"Deepwater","Post Office",-122.95,49.333333,"RESCINDED"
9857,"Deepwater Bay","Bay",-125.333333,50.183333,"ADOPTED"
9858,"Deepwater Point","Point",-132.55,54.05,"ADOPTED"
9859,"Deer Bay","Bay",-125.6,49.216667,"ADOPTED"
9860,"Deer Bluff","Bluff",-127.083333,50.583333,"ADOPTED"
9861,"Deer Cove","Cove",-127.266667,50.916667,"ADOPTED"
9862,"Deer Creek","Creek",-124.916667,49.333333,"ADOPTED"
9863,"Deer Creek","Creek",-126.116667,49.7,"ADOPTED"
9864,"Deer Creek","Creek",-118.8,52.483333,"ADOPTED"
9865,"Deer Creek","Creek",-115.966667,50.133333,"ADOPTED"
9866,"Deer Creek","Creek",-118.366667,50.5,"ADOPTED"
9867,"Deer Creek","Creek",-118.033333,49.416667,"ADOPTED"
9868,"Deer Creek","Creek",-117.05,49.916667,"ADOPTED"
9869,"Deer Creek","Creek",-120.416667,50.383333,"ADOPTED"
9870,"Deer Creek","Creek",-128.783333,53.716667,"RESCINDED"
9871,"Deer Creek","Creek",-123.370833,51.947222,"ADOPTED"
9872,"Deer Falls","Falls",-125.333333,50.05,"ADOPTED"
9873,"Deer Group","Islands",-125.133333,48.883333,"ADOPTED"
9874,"Deer Island","Island",-121.85,49.483333,"ADOPTED"
9875,"Deer Island","Island",-127.383333,50.716667,"ADOPTED"
9876,"Deer Islands","Islands",-125.133333,48.883333,"RESCINDED"
9877,"Deer Lake","Lake",-129,53.133333,"ADOPTED"
9878,"Deer Lake","Lake",-120.383333,51.533333,"ADOPTED"
9879,"Deer Lake","Lake",-121.583333,51.633333,"ADOPTED"
9880,"Deer Lake","Lake",-122.966667,49.233333,"ADOPTED"
9881,"Deer Lake","Lake",-121.666667,49.366667,"ADOPTED"
9882,"Deer Lake","Lake",-119.183333,50.083333,"ADOPTED"
9883,"Deer Lake","Lake",-115.25,49.283333,"ADOPTED"
9884,"Deer Lake","Lake",-127.7,51.366667,"ADOPTED"
9885,"Deer Lake","Lake",-125.625,50.13,"ADOPTED"
9886,"Deer Park","Locality",-118.05,49.416667,"ADOPTED"
9887,"Deer Park Mountain","Mountain",-118.066667,49.45,"ADOPTED"
9888,"Deer Passage","Passage",-124.966667,50.283333,"ADOPTED"
9889,"Deer Point","Point",-118.283333,49.166667,"ADOPTED"
9890,"Deer Point","Point",-123.766667,49.033333,"ADOPTED"
9891,"Deer Point","Point",-129.75,53.216667,"ADOPTED"
9892,"Deer Point","Point",-122.566667,49.483333,"ADOPTED"
9893,"Deer River","River",-125.816667,59.466667,"ADOPTED"
9894,"Deer Valley Creek","Creek",-120.483333,49.483333,"ADOPTED"
9895,"Deerholme","Locality",-123.758333,48.752778,"ADOPTED"
9896,"Deerhorn Creek","Creek",-121.333333,52.3,"ADOPTED"
9897,"Deerhorn Hill","Hill",-125.4,53.6,"ADOPTED"
9898,"Deering Island","Island",-123.183333,49.216667,"ADOPTED"
9899,"Deerlet Creek","Creek",-121.531944,52.533333,"REINSTATED"
9900,"Deerpark Hill","Hill",-117.833333,49.066667,"ADOPTED"
9901,"Deerpelt Lake","Lake",-123.583333,52.366667,"ADOPTED"
9902,"Deescius Mountain","Mountain",-125.816667,54.933333,"ADOPTED"
9903,"Defeat Point","Point",-128.166667,52.2,"ADOPTED"
9904,"Defence Island IR 28","Indian Reserve",-123.266667,49.583333,"ADOPTED"
9905,"Defence Island IR 28A","Indian Reserve",-123.283333,49.583333,"RESCINDED"
9906,"Defence Islands","Islands",-123.283333,49.583333,"ADOPTED"
9907,"Defender Mountain","Mountain",-115.283333,50.6,"ADOPTED"
9908,"Defender Shoal","Shoal",-125.383333,50.116667,"ADOPTED"
9909,"Mount Defender","Mount",-115.283333,50.6,"RESCINDED"
9910,"Defiance Mountain","Mountain",-126.3,52.366667,"ADOPTED"
9911,"Defot","Locality",-130.45,58.9,"ADOPTED"
9912,"Defot Creek","Creek",-130.466667,58.916667,"ADOPTED"
9913,"Mount Defot","Mount",-130.4,58.9,"ADOPTED"
9914,"Defrauder Creek","Creek",-122.55,49.45,"ADOPTED"
9915,"Degnen Bay","Bay",-123.716667,49.133333,"ADOPTED"
9916,"Dehacho Creek","Creek",-121.566667,58.083333,"ADOPTED"
9917,"Deighton Creek","Creek",-124.466667,49.783333,"ADOPTED"
9918,"Deiner Creek","Creek",-122.683333,49.316667,"ADOPTED"
9919,"Dejordy Creek","Creek",-117.15,51.466667,"ADOPTED"
9920,"Dejordy Lake","Lake",-117.175,51.465278,"ADOPTED"
9921,"Deka Creek","Creek",-120.913889,51.583333,"ADOPTED"
9922,"Deka Lake","Locality",-120.85,51.608333,"ADOPTED"
9923,"Deka Lake","Lake",-120.783333,51.65,"ADOPTED"
9924,"Dekontha Lake","Lake",-122.816667,57.783333,"ADOPTED"
9925,"Del Creek","Creek",-125.25,57.166667,"ADOPTED"
9926,"Del Norte Creek","Creek",-129.35,55.983333,"ADOPTED"
9927,"Mount Del","Mount",-125.266667,57.266667,"ADOPTED"
9928,"Deland Bay","Bay",-132,53.05,"RESCINDED"
9929,"Deland Creek","Creek",-119.983333,49.866667,"ADOPTED"
9930,"Delano Creek","Creek",-125.133333,58.5,"ADOPTED"
9931,"Delbrook","Community",-123.083333,49.35,"ADOPTED"
9932,"Delight Lake","Lake",-125.433333,49.6,"ADOPTED"
9933,"Delilah Creek","Creek",-123.191667,50.584722,"ADOPTED"
9934,"Mount Delilah","Mount",-123.183333,50.629167,"ADOPTED"
9935,"Delkatla","Community",-132.133333,54.016667,"REINSTATED"
9936,"Delkatla Creek","Creek",-132.116667,54.016667,"ADOPTED"
9937,"Delkatla Inlet","Inlet",-132.133333,54.016667,"ADOPTED"
9938,"Delkluz Lake","Lake",-125.166667,56.683333,"ADOPTED"
9939,"Delkpay Creek","Creek",-123.133333,59.416667,"ADOPTED"
9940,"Della Creek","Creek",-121.733333,50.483333,"ADOPTED"
9941,"Della Falls","Falls",-125.533333,49.45,"ADOPTED"
9942,"Della Lake","Lake",-125.55,49.45,"ADOPTED"
9943,"Dellwye","Railway Point",-119.116667,49.4,"RESCINDED"
9944,"Deloraine Islands","Islands",-127.55,51.05,"ADOPTED"
9945,"Delorne Creek","Creek",-118.8,50.6,"ADOPTED"
9946,"Delphi Lake","Lake",-124.325,48.975,"ADOPTED"
9947,"Delphine Creek","Creek",-116.316667,50.416667,"ADOPTED"
9948,"Delphine Glacier","Glacier",-116.433333,50.466667,"ADOPTED"
9949,"Mount Delphine","Mount",-116.45,50.466667,"ADOPTED"
9950,"Dels Marsh","Marsh",-123.397222,53.519444,"ADOPTED"
9951,"Delta","Post Office",-123.084722,49.088889,"ADOPTED"
9952,"Delta","District Municipality",-123.083333,49.083333,"ADOPTED"
9953,"Delta Creek","Creek",-120.05,51.25,"ADOPTED"
9954,"Delta Creek","Creek",-118.066667,49.866667,"ADOPTED"
9955,"Delta Creek","Creek",-128.838889,54.431944,"ADOPTED"
9956,"Delta Creek","Creek",-126.566667,57.283333,"ADOPTED"
9957,"Delta Creek","Creek",-132.3,53.3,"ADOPTED"
9958,"Delta Dome","Dome",-132.283333,53.266667,"ADOPTED"
9959,"Delta Glacier","Glacier",-129.533333,56.633333,"ADOPTED"
9960,"Delta Lake","Lake",-123.016667,49.616667,"ADOPTED"
9961,"Delta Peak","Peak",-123.783333,50.716667,"ADOPTED"
9962,"Delta Peak","Peak",-129.566667,56.65,"ADOPTED"
9963,"Deltaform Mountain","Mountain",-116.25,51.3,"ADOPTED"
9964,"Deltaic Creek","Creek",-129.55,56.533333,"ADOPTED"
9965,"Deluge Mountain","Mountain",-117.05,50.85,"ADOPTED"
9966,"Deluge Point","Point",-131.166667,52.333333,"ADOPTED"
9967,"Delure Creek","Creek",-130.133333,58.816667,"ADOPTED"
9968,"Delusion Bay","Bay",-130.383333,54.266667,"ADOPTED"
9969,"Delusion Peak","Peak",-122.85,49.783333,"ADOPTED"
9970,"Delusion Peak","Peak",-125.233333,51.516667,"ADOPTED"
9971,"Dem Lake","Lake",-124.45,54.766667,"ADOPTED"
9972,"Demaniel Creek","Creek",-123.7,48.383333,"RESCINDED"
9973,"Demariscove Point","Point",-132.383333,53.216667,"ADOPTED"
9974,"Demean","Railway Point",-121.488889,55.775,"REINSTATED"
9975,"Demens Creek","Creek",-124.883333,49.266667,"ADOPTED"
9976,"Demers Creek","Creek",-120.216667,51.483333,"ADOPTED"
9977,"Demers Lake","Lake",-120.233333,51.483333,"ADOPTED"
9978,"Demers Lakes","Lakes",-117.683333,49.883333,"ADOPTED"
9979,"Demers Peak","Peak",-117.683333,49.883333,"ADOPTED"
9980,"Mount Demers","Mount",-124.083333,48.616667,"ADOPTED"
9981,"Demion Lake","Lake",-126.5,53.2,"ADOPTED"
9982,"Demon Creek","Creek",-132.316667,53.4,"ADOPTED"
9983,"Dempsey Creek","Creek",-121.283333,51.8,"ADOPTED"
9984,"Dempsey Lake","Lake",-121.233333,51.833333,"ADOPTED"
9985,"Dempster Creek","Creek",-123.45,49.75,"ADOPTED"
9986,"Dempster Island","Island",-125.266667,48.9,"ADOPTED"
9987,"Demuth","Locality",-119.983333,49.683333,"RESCINDED"
9988,"Denad Creek","Creek",-128,50.55,"ADOPTED"
9989,"Denain Creek","Creek",-123.333333,51.1,"ADOPTED"
9990,"Denain Ridge","Ridge",-123.25,51.083333,"RESCINDED"
9991,"Denain Spur","Spur",-123.25,51.083333,"ADOPTED"
9992,"Dendritic Creek","Creek",-131.45,57.133333,"ADOPTED"
9993,"Deneau Creek","Creek",-121.3,49.45,"ADOPTED"
9994,"Denetiah Creek","Creek",-127.016667,58.65,"ADOPTED"
9995,"Denetiah Lake","Lake",-127.375,58.483333,"ADOPTED"
9996,"Denetiah Park","Provincial Park",-127.416667,58.5,"ADOPTED"
9997,"Denham Island","Island",-126.494444,50.786111,"ADOPTED"
9998,"Denham Islet","Islet",-125.25,50.433333,"ADOPTED"
9999,"Denham Point","Point",-132.35,52.95,"ADOPTED"
10000,"Denham Rock","Rock",-125.233333,50.433333,"ADOPTED"
10001,"Denham Shoals","Shoals",-132.45,52.95,"ADOPTED"
10002,"Denike Creek","Creek",-119.85,49.6,"ADOPTED"
10003,"Denise Arm","Arm",-130.166667,54.283333,"RESCINDED"
10004,"Denise Creek","Creek",-130.15,54.283333,"ADOPTED"
10005,"Denise Inlet","Inlet",-130.166667,54.283333,"ADOPTED"
10006,"Denison Creek","Creek",-127.233333,55.316667,"ADOPTED"
10007,"Denison Island","Island",-127.55,51.333333,"ADOPTED"
10008,"Denison Lake","Lake",-118.75,50.15,"ADOPTED"
10009,"Denkladia Mountain","Mountain",-128.65,57.45,"ADOPTED"
10010,"Denkman Creek","Creek",-123.991667,56.816667,"ADOPTED"
10011,"Denman Island","Island",-124.8,49.55,"ADOPTED"
10012,"Denman Island","Community",-124.816667,49.533333,"ADOPTED"
10013,"Denman Point","Point",-124.85,49.55,"ADOPTED"
10014,"Mount Denman","Mount",-124.516667,50.283333,"ADOPTED"
10015,"Denne Island","Island",-125.266667,48.933333,"ADOPTED"
10016,"Dennee Island","Island",-124.516667,54.466667,"ADOPTED"
10017,"Dennery Creek","Creek",-119.166667,51.683333,"ADOPTED"
10018,"Dennett Lake","Lake",-122.7,49.35,"ADOPTED"
10019,"Dennice Lake","Lake",-120.366667,54.95,"ADOPTED"
10020,"Dennie Point","Point",-126,50.5,"ADOPTED"
10021,"Dennis Creek","Creek",-119.416667,49.616667,"ADOPTED"
10022,"Dennis Creek","Creek",-129.4,59.383333,"ADOPTED"
10023,"Dennis Creek","Creek",-121.706944,51.994444,"ADOPTED"
10024,"Dennis Creek","Creek",-117.4,50.033333,"ADOPTED"
10025,"Dennis Head","Head",-123.95,49.466667,"ADOPTED"
10026,"Dennis Lake","Lake",-127.433333,54.766667,"ADOPTED"
10027,"Dennis Lake","Lake",-119.795833,50.827778,"ADOPTED"
10028,"Dennis Pass","Pass",-116.45,51.366667,"ADOPTED"
10029,"Dennis Peak","Peak",-126.966667,57.016667,"ADOPTED"
10030,"Dennis Point","Point",-134.916667,59.983333,"ADOPTED"
10031,"Mount Dennis","Mount",-116.483333,51.366667,"ADOPTED"
10032,"Dennison","Railway Point",-122.4,49.1,"RESCINDED"
10033,"Denniston Point","Point",-128.3,52.233333,"ADOPTED"
10034,"Denny Island","Island",-128,52.133333,"ADOPTED"
10035,"Denny Point","Point",-127.916667,52.15,"ADOPTED"
10036,"Denny Rock","Rock",-127.833333,51.233333,"ADOPTED"
10037,"Denny Rocks","Rocks",-131.116667,52.166667,"ADOPTED"
10038,"Dent Bluff","Point",-130.033333,55.216667,"ADOPTED"
10039,"Dent Creek","Creek",-124.066667,48.583333,"ADOPTED"
10040,"Dent Hill","Hill",-123.316667,48.816667,"ADOPTED"
10041,"Dent Island","Island",-125.183333,50.4,"ADOPTED"
10042,"Dent Mountain","Mountain",-129.95,55.2,"RESCINDED"
10043,"Dent Rapids","Tidal Rapids",-125.216667,50.4,"ADOPTED"
10044,"Mount Dent","Mount",-129.95,55.2,"ADOPTED"
10045,"Mount Dent","Mount",-116.966667,51.75,"ADOPTED"
10046,"Mount Dent","Mount",-124.183333,52.716667,"ADOPTED"
10047,"Dentiform Mountain","Mountain",-125.183333,51.383333,"RESCINDED"
10048,"Dentiform Peak","Peak",-125.183333,51.383333,"ADOPTED"
10049,"Denton Point","Point",-128.45,52.733333,"ADOPTED"
10050,"Denture Ridge","Ridge",-120.183333,49.016667,"ADOPTED"
10051,"Dentville","Community",-123.15,49.716667,"ADOPTED"
10052,"Denver Canyon","Railway Point",-117.35,50,"RESCINDED"
10053,"Denver Creek","Creek",-116.1,49.616667,"ADOPTED"
10054,"Mount Denver","Mount",-117.516667,49.95,"ADOPTED"
10055,"Denys Creek","Creek",-127.333333,54.35,"ADOPTED"
10056,"Deodar Creek","Creek",-119.35,50.95,"ADOPTED"
10057,"Departure Bay","Community",-123.966667,49.2,"ADOPTED"
10058,"Departure Bay","Bay",-123.95,49.2,"ADOPTED"
10059,"Departure Creek","Creek",-123.966667,49.2,"ADOPTED"
10060,"Depot Creek","Creek",-121.4,49.033333,"ADOPTED"
10061,"Derby Point","Point",-123.983333,49.516667,"ADOPTED"
10062,"Derby Reach","Reach",-122.633333,49.2,"ADOPTED"
10063,"Mount Derby","Mount",-126.533333,50.433333,"ADOPTED"
10064,"Derek","Railway Point",-126.683333,54.383333,"RESCINDED"
10065,"Derenzy Creek","Creek",-119.516667,49.366667,"ADOPTED"
10066,"Derenzy Lake","Lake",-119.483333,49.416667,"ADOPTED"
10067,"Mount Derick","Mount",-124.283333,51.283333,"ADOPTED"
10068,"Derickson Lake","Lake",-118.916667,49.816667,"ADOPTED"
10069,"Derickson Ridge","Ridge",-118.433333,51.183333,"ADOPTED"
10070,"Deroche","Community",-122.066667,49.183333,"ADOPTED"
10071,"Deroche Creek","Creek",-122.066667,49.183333,"ADOPTED"
10072,"Deroche Mountain","Mountain",-122.066667,49.233333,"ADOPTED"
10073,"Derrick Creek","Creek",-128.633333,55.583333,"ADOPTED"
10074,"Derrick Lake","Lake",-128.633333,55.65,"ADOPTED"
10075,"Derry Creek","Creek",-118.566667,50.766667,"ADOPTED"
10076,"Derwent Lake","Lake",-124.516667,50.3,"ADOPTED"
10077,"Des Creek","Creek",-123.133333,54.95,"ADOPTED"
10078,"Desan Lakes","Lakes",-120.8,59.333333,"ADOPTED"
10079,"Desbrisay Bay","Bay",-128,52.783333,"ADOPTED"
10080,"Descanso Bay","Bay",-123.866667,49.183333,"ADOPTED"
10081,"Deschamps Creek","Creek",-119.8,49.533333,"ADOPTED"
10082,"Deschamps Creek","Creek",-124.183333,51.2,"ADOPTED"
10083,"Descubierta Point","Point",-126.5,49.683333,"ADOPTED"
10084,"Deserted Bay","Bay",-123.75,50.091667,"ADOPTED"
